phrase_datetime,input,phrase,type,url,response_received,no_record,response_recorded,compound_match,rn,rn_url
2020-09-15T20:52:54Z,Trastuzumab-pkrb,Trastuzumab-pkrb,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trastuzumab-pkrb,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:53:00Z,Predicort,Predicort,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Predicort,TRUE,FALSE,TRUE, Prednisolone acetate [USP:JAN],52-21-1,https://chem.nlm.nih.gov/chemidplus/rn/52-21-1
2020-09-15T20:53:06Z,SAL-Adult,SAL-Adult,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/SAL-Adult,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:53:12Z,Firmagon,Firmagon,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Firmagon,TRUE,FALSE,TRUE,Degarelix,214766-78-6,https://chem.nlm.nih.gov/chemidplus/rn/214766-78-6
2020-09-15T20:53:18Z,Dalys,Dalys,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dalys,TRUE,FALSE,TRUE, Sulfalene [USAN:INN],152-47-6,https://chem.nlm.nih.gov/chemidplus/rn/152-47-6
2020-09-15T20:53:24Z,Sulfamer,Sulfamer,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Sulfamer,TRUE,FALSE,TRUE,Sulfamerazine sodium, [INN:NF]127-58-2,https://chem.nlm.nih.gov/chemidplus/rn/ [INN:NF]127-58-2
2020-09-15T20:53:24Z,Sulfamer,Sulfamer,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Sulfamer,TRUE,FALSE,TRUE,Sulfamerazine,127-79-7,https://chem.nlm.nih.gov/chemidplus/rn/127-79-7
2020-09-15T20:53:24Z,Sulfamer,Sulfamer,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Sulfamer,TRUE,FALSE,TRUE,Sulfaperin,599-88-2,https://chem.nlm.nih.gov/chemidplus/rn/599-88-2
2020-09-15T20:53:29Z,Tagremin,Tagremin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tagremin,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:53:35Z,Orgastran,Orgastran,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Orgastran,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:53:40Z,Anti-EpCAM antibody,Anti-EpCAMantibody,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Anti-EpCAMantibody,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:53:46Z,Neoral,Neoral,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Neoral,TRUE,FALSE,TRUE, Cyclosporine [USAN:USP],59865-13-3,https://chem.nlm.nih.gov/chemidplus/rn/59865-13-3
2020-09-15T20:53:52Z,Busulfan,Busulfan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Busulfan,TRUE,FALSE,TRUE,Busulfan,55-98-1,https://chem.nlm.nih.gov/chemidplus/rn/55-98-1
2020-09-15T20:53:52Z,Busulfan,Busulfan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Busulfan,TRUE,FALSE,TRUE,Treosulfan,299-75-2,https://chem.nlm.nih.gov/chemidplus/rn/299-75-2
2020-09-15T20:53:57Z,Alendros,Alendros,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Alendros,TRUE,FALSE,TRUE, Alendronate sodium [USAN:USP],121268-17-5,https://chem.nlm.nih.gov/chemidplus/rn/121268-17-5
2020-09-15T20:54:03Z,Rituximab-containing regimen,Rituximab-containingregimen,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Rituximab-containingregimen,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:54:09Z,Lorazepam,Lorazepam,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lorazepam,TRUE,FALSE,TRUE,Lorazepam,846-49-1,https://chem.nlm.nih.gov/chemidplus/rn/846-49-1
2020-09-15T20:54:09Z,Lorazepam,Lorazepam,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lorazepam,TRUE,FALSE,TRUE,Lormetazepam,848-75-9,https://chem.nlm.nih.gov/chemidplus/rn/848-75-9
2020-09-15T20:54:09Z,Lorazepam,Lorazepam,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lorazepam,TRUE,FALSE,TRUE,Delorazepam,2894-67-9,https://chem.nlm.nih.gov/chemidplus/rn/2894-67-9
2020-09-15T20:54:14Z,Supribac,Supribac,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Supribac,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:54:20Z,Fodosine,Fodosine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Fodosine,TRUE,FALSE,TRUE, Forodesine [USAN:INN],209799-67-7,https://chem.nlm.nih.gov/chemidplus/rn/209799-67-7
2020-09-15T20:54:25Z,Enzalutamide,Enzalutamide,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Enzalutamide,TRUE,FALSE,TRUE,Enzalutamide,915087-33-1,https://chem.nlm.nih.gov/chemidplus/rn/915087-33-1
2020-09-15T20:54:31Z,Bowel management,Bowelmanagement,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bowelmanagement,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:54:36Z,Trimexole-F,Trimexole-F,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trimexole-F,TRUE,FALSE,TRUE, Sulfamethoxazole mixture with trimethoprim,8064-90-2,https://chem.nlm.nih.gov/chemidplus/rn/8064-90-2
2020-09-15T20:54:46Z,Dexatotal,Dexatotal,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexatotal,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:54:51Z,Lictora,Lictora,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lictora,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:54:57Z,MAP2K2 inhibitor,MAP2K2inhibitor,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/MAP2K2inhibitor,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:55:02Z,Asmacortone,Asmacortone,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Asmacortone,TRUE,FALSE,TRUE, Methylprednisolone sodium succinate [USP:JAN],2375-03-3,https://chem.nlm.nih.gov/chemidplus/rn/2375-03-3
2020-09-15T20:55:08Z,Biorubina,Biorubina,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biorubina,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:55:14Z,CA ATRA,CAATRA,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/CAATRA,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:55:19Z,Salitison,Salitison,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Salitison,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:55:24Z,Depomedrone,Depomedrone,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Depomedrone,TRUE,FALSE,TRUE, Methylprednisolone acetate [USP:JAN],53-36-1,https://chem.nlm.nih.gov/chemidplus/rn/53-36-1
2020-09-15T20:55:30Z,Dexona,Dexona,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexona,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:55:38Z,Raseptol,Raseptol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Raseptol,TRUE,FALSE,TRUE, Azithromycin dihydrate,117772-70-0,https://chem.nlm.nih.gov/chemidplus/rn/117772-70-0
2020-09-15T20:55:44Z,Carloxan,Carloxan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Carloxan,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:55:50Z,Bexxar,Bexxar,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bexxar,TRUE,FALSE,TRUE, Tositumomab I-131,192391-48-3,https://chem.nlm.nih.gov/chemidplus/rn/192391-48-3
2020-09-15T20:55:56Z,Cytarabine and daunorubicin liposomal,Cytarabineanddaunorubicinliposomal,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cytarabineanddaunorubicinliposomal,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:01Z,Nespo,Nespo,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nespo,TRUE,FALSE,TRUE,Maneb,12427-38-2,https://chem.nlm.nih.gov/chemidplus/rn/12427-38-2
2020-09-15T20:56:01Z,Nespo,Nespo,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nespo,TRUE,FALSE,TRUE,Darbepoetin Alfa,209810-58-2,https://chem.nlm.nih.gov/chemidplus/rn/209810-58-2
2020-09-15T20:56:07Z,Alemtuzumab,Alemtuzumab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Alemtuzumab,TRUE,FALSE,TRUE, Alemtuzumab [USAN:INN:BAN],216503-57-0,https://chem.nlm.nih.gov/chemidplus/rn/216503-57-0
2020-09-15T20:56:12Z,Brulin,Brulin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Brulin,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:18Z,Trima,Trima,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trima,TRUE,FALSE,TRUE,Trichloroethylene,79-01-6,https://chem.nlm.nih.gov/chemidplus/rn/79-01-6
2020-09-15T20:56:18Z,Trima,Trima,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trima,TRUE,FALSE,TRUE,Metam-sodium,137-42-8,https://chem.nlm.nih.gov/chemidplus/rn/137-42-8
2020-09-15T20:56:18Z,Trima,Trima,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trima,TRUE,FALSE,TRUE,Trimethoprim,738-70-5,https://chem.nlm.nih.gov/chemidplus/rn/738-70-5
2020-09-15T20:56:24Z,Malignant hematology medication,Malignanthematologymedication,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Malignanthematologymedication,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:29Z,Supasa,Supasa,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Supasa,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:35Z,Antiplatelet agents,Antiplateletagents,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Antiplateletagents,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:40Z,Dexagel,Dexagel,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexagel,TRUE,FALSE,TRUE, Dexamethasone sodium phosphate [USP:BAN:JAN],2392-39-4,https://chem.nlm.nih.gov/chemidplus/rn/2392-39-4
2020-09-15T20:56:46Z,Dexmetha,Dexmetha,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexmetha,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:52Z,Zoviax,Zoviax,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Zoviax,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:56:57Z,Septazole,Septazole,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Septazole,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:57:03Z,Boplatex,Boplatex,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Boplatex,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:57:09Z,Interferon Lymphoblastoid,InterferonLymphoblastoid,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/InterferonLymphoblastoid,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:57:15Z,Dexacortin,Dexacortin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexacortin,TRUE,FALSE,TRUE, Dexamethasone [USP:INN:BAN:JAN],50-02-2,https://chem.nlm.nih.gov/chemidplus/rn/50-02-2
2020-09-15T20:57:21Z,Longiprednil,Longiprednil,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Longiprednil,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:57:27Z,Fluconazole,Fluconazole,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Fluconazole,TRUE,FALSE,TRUE,Fluconazole,86386-73-4,https://chem.nlm.nih.gov/chemidplus/rn/86386-73-4
2020-09-15T20:57:32Z,Forcrim,Forcrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Forcrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:57:38Z,Bivalirudin,Bivalirudin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bivalirudin,TRUE,FALSE,TRUE,Bivalirudin,128270-60-0,https://chem.nlm.nih.gov/chemidplus/rn/128270-60-0
2020-09-15T20:57:38Z,Bivalirudin,Bivalirudin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bivalirudin,TRUE,FALSE,TRUE,Bivalirudin trifluoroacetate,1191386-50-1,https://chem.nlm.nih.gov/chemidplus/rn/1191386-50-1
2020-09-15T20:57:43Z,Ves-ATRA,Ves-ATRA,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Ves-ATRA,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:57:49Z,Mediamethasone,Mediamethasone,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Mediamethasone,TRUE,FALSE,TRUE, Dexamethasone [USP:INN:BAN:JAN],50-02-2,https://chem.nlm.nih.gov/chemidplus/rn/50-02-2
2020-09-15T20:57:55Z,Etomedac,Etomedac,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Etomedac,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:01Z,Cosudex,Cosudex,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cosudex,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:07Z,Valric,Valric,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Valric,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:12Z,Temsirolimus,Temsirolimus,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Temsirolimus,TRUE,FALSE,TRUE,Temsirolimus,162635-04-3,https://chem.nlm.nih.gov/chemidplus/rn/162635-04-3
2020-09-15T20:58:24Z,IFO Cell,IFOCell,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/IFOCell,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:29Z,Maxidauno,Maxidauno,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Maxidauno,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:35Z,Lupride Depot,LuprideDepot,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/LuprideDepot,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:41Z,Nabilone,Nabilone,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nabilone,TRUE,FALSE,TRUE,Nabilone,51022-71-0,https://chem.nlm.nih.gov/chemidplus/rn/51022-71-0
2020-09-15T20:58:47Z,Metypresol,Metypresol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Metypresol,TRUE,FALSE,TRUE, Methylprednisolone sodium succinate [USP:JAN],2375-03-3,https://chem.nlm.nih.gov/chemidplus/rn/2375-03-3
2020-09-15T20:58:53Z,Azadine,Azadine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Azadine,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:58:58Z,Voriva,Voriva,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Voriva,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:59:03Z,Rho(D) immune globulin,Rho(D)immuneglobulin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Rho(D)immuneglobulin,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:59:09Z,Emovis,Emovis,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Emovis,TRUE,FALSE,TRUE, Serotonin,50-67-9,https://chem.nlm.nih.gov/chemidplus/rn/50-67-9
2020-09-15T20:59:15Z,Lasix,Lasix,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lasix,TRUE,FALSE,TRUE, Furosemide [USAN:USP:INN:BAN:JAN],54-31-9,https://chem.nlm.nih.gov/chemidplus/rn/54-31-9
2020-09-15T20:59:21Z,Ipilimumab,Ipilimumab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Ipilimumab,TRUE,FALSE,TRUE,Ipilimumab,477202-00-9,https://chem.nlm.nih.gov/chemidplus/rn/477202-00-9
2020-09-15T20:59:27Z,Suprimass,Suprimass,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Suprimass,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:59:32Z,Afatinib,Afatinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Afatinib,TRUE,FALSE,TRUE,Afatinib,850140-72-6,https://chem.nlm.nih.gov/chemidplus/rn/850140-72-6
2020-09-15T20:59:32Z,Afatinib,Afatinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Afatinib,TRUE,FALSE,TRUE,Afatinib dimaleate,850140-73-7,https://chem.nlm.nih.gov/chemidplus/rn/850140-73-7
2020-09-15T20:59:38Z,TRK inhibitor,TRKinhibitor,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/TRKinhibitor,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:59:44Z,Orapred,Orapred,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Orapred,TRUE,FALSE,TRUE,Prednisolone,50-24-8,https://chem.nlm.nih.gov/chemidplus/rn/50-24-8
2020-09-15T20:59:44Z,Orapred,Orapred,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Orapred,TRUE,FALSE,TRUE,Prednisolone sodium phosphate,125-02-0,https://chem.nlm.nih.gov/chemidplus/rn/125-02-0
2020-09-15T20:59:49Z,Cyramza,Cyramza,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cyramza,TRUE,FALSE,TRUE, Ramucirumab [USAN:INN],947687-13-0,https://chem.nlm.nih.gov/chemidplus/rn/947687-13-0
2020-09-15T20:59:55Z,Dexaton,Dexaton,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexaton,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:00:01Z,Cotoram,Cotoram,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cotoram,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:00:06Z,Abciximab,Abciximab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Abciximab,TRUE,FALSE,TRUE, Abciximab [USAN:INN:BAN],143653-53-6,https://chem.nlm.nih.gov/chemidplus/rn/143653-53-6
2020-09-15T21:00:12Z,Xerazole,Xerazole,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Xerazole,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:00:18Z,Rilotumumab,Rilotumumab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Rilotumumab,TRUE,FALSE,TRUE, Rilotumumab [USAN:INN],872514-65-3,https://chem.nlm.nih.gov/chemidplus/rn/872514-65-3
2020-09-15T21:00:29Z,Delgesic,Delgesic,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Delgesic,TRUE,FALSE,TRUE, Aspirin [USP:BAN:JAN],50-78-2,https://chem.nlm.nih.gov/chemidplus/rn/50-78-2
2020-09-15T21:00:35Z,Radiation,Radiation,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Radiation,TRUE,FALSE,TRUE,Methoxsalen,298-81-7,https://chem.nlm.nih.gov/chemidplus/rn/298-81-7
2020-09-15T21:00:41Z,Trecondi,Trecondi,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trecondi,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:00:47Z,Vepeside,Vepeside,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Vepeside,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:00:54Z,Immunotherapeutic,Immunotherapeutic,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Immunotherapeutic,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:00Z,Epilem,Epilem,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Epilem,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:05Z,Hydab,Hydab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Hydab,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:10Z,TSC1 inhibitor,TSC1inhibitor,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/TSC1inhibitor,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:16Z,Selinexor,Selinexor,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Selinexor,TRUE,FALSE,TRUE, Selinexor [USAN:INN],1393477-72-9,https://chem.nlm.nih.gov/chemidplus/rn/1393477-72-9
2020-09-15T21:01:24Z,Genalen,Genalen,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Genalen,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:29Z,Nufadex M,NufadexM,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/NufadexM,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:37Z,Teanlang,Teanlang,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Teanlang,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:01:46Z,Spebrutinib,Spebrutinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Spebrutinib,TRUE,FALSE,TRUE,Spebrutinib,1202757-89-8,https://chem.nlm.nih.gov/chemidplus/rn/1202757-89-8
2020-09-15T21:01:46Z,Spebrutinib,Spebrutinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Spebrutinib,TRUE,FALSE,TRUE,Spebrutinib besylate,1360053-81-1,https://chem.nlm.nih.gov/chemidplus/rn/1360053-81-1
2020-09-15T21:01:51Z,Prefolic,Prefolic,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Prefolic,TRUE,FALSE,TRUE, 5-Methyltetrahydrofolate,134-35-0,https://chem.nlm.nih.gov/chemidplus/rn/134-35-0
2020-09-15T21:01:57Z,Uraciflor,Uraciflor,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Uraciflor,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:03Z,Metasolon,Metasolon,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Metasolon,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:09Z,Lestaurtinib,Lestaurtinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lestaurtinib,TRUE,FALSE,TRUE, Lestaurtinib [USAN:INN],111358-88-4,https://chem.nlm.nih.gov/chemidplus/rn/111358-88-4
2020-09-15T21:02:15Z,Indoga,Indoga,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Indoga,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:21Z,Tranofast,Tranofast,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tranofast,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:26Z,Docegem,Docegem,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Docegem,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:32Z,Folinato,Folinato,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Folinato,TRUE,FALSE,TRUE, Leucovorin calcium [USP],1492-18-8,https://chem.nlm.nih.gov/chemidplus/rn/1492-18-8
2020-09-15T21:02:38Z,Advate rAHF-PFM,AdvaterAHF-PFM,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/AdvaterAHF-PFM,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:43Z,Neometho,Neometho,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Neometho,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:49Z,Versatrim,Versatrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Versatrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:02:55Z,Vorirx,Vorirx,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Vorirx,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:03:00Z,Metrim,Metrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Metrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:03:06Z,Etoposide,Etoposide,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Etoposide,TRUE,FALSE,TRUE,Etoposide,33419-42-0,https://chem.nlm.nih.gov/chemidplus/rn/33419-42-0
2020-09-15T21:03:11Z,Trimeta,Trimeta,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trimeta,TRUE,FALSE,TRUE,Trimethaphan camsylate,68-91-7,https://chem.nlm.nih.gov/chemidplus/rn/68-91-7
2020-09-15T21:03:11Z,Trimeta,Trimeta,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trimeta,TRUE,FALSE,TRUE,Trimethadione,127-48-0,https://chem.nlm.nih.gov/chemidplus/rn/127-48-0
2020-09-15T21:03:11Z,Trimeta,Trimeta,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trimeta,TRUE,FALSE,TRUE,Trimetazidine,5011-34-7,https://chem.nlm.nih.gov/chemidplus/rn/5011-34-7
2020-09-15T21:03:11Z,Trimeta,Trimeta,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Trimeta,TRUE,FALSE,TRUE,Trimetamide,5789-72-0,https://chem.nlm.nih.gov/chemidplus/rn/5789-72-0
2020-09-15T21:03:19Z,Coumadin,Coumadin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Coumadin,TRUE,FALSE,TRUE,Warfarin,81-81-2,https://chem.nlm.nih.gov/chemidplus/rn/81-81-2
2020-09-15T21:03:19Z,Coumadin,Coumadin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Coumadin,TRUE,FALSE,TRUE,Warfarin sodium,129-06-6,https://chem.nlm.nih.gov/chemidplus/rn/129-06-6
2020-09-15T21:03:26Z,Forodesine,Forodesine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Forodesine,TRUE,FALSE,TRUE,Forodesine,209799-67-7,https://chem.nlm.nih.gov/chemidplus/rn/209799-67-7
2020-09-15T21:03:26Z,Forodesine,Forodesine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Forodesine,TRUE,FALSE,TRUE,Forodesine hydrochloride,284490-13-7,https://chem.nlm.nih.gov/chemidplus/rn/284490-13-7
2020-09-15T21:03:31Z,Biskam,Biskam,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biskam,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T21:03:37Z,Decason,Decason,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Decason,TRUE,FALSE,TRUE, Dexamethasone [USP:INN:BAN:JAN],50-02-2,https://chem.nlm.nih.gov/chemidplus/rn/50-02-2
2020-09-15T21:03:44Z,Fotemustine,Fotemustine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Fotemustine,TRUE,FALSE,TRUE, Fotemustine [INN:BAN],92118-27-9,https://chem.nlm.nih.gov/chemidplus/rn/92118-27-9
